Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
Elton John,Blessed,20,4.366666667,0,11/6/95,3/25/96,0,1995,90,1
Brandy,Best Friend,20,4.733333333,0,6/5/95,10/23/95,0,1995,90,1
Kut Klose,I Like,20,4.25,0,4/17/95,9/4/95,0,1995,112,1
Sheryl Crow,Can't Cry Anymore,18,3.616666667,0,7/10/95,11/13/95,0,1995,110,1
Amy Grant,House Of Love,21,4.416666667,0,11/28/94,4/24/95,0,1995,,1
Chef Raekwon,Ice Cream,18,4.283333333,0,10/16/95,2/19/96,0,1995,90,1
Scarface,I Never Seen A Man Cry (aka I Seen A Man Die),17,4.333333333,0,11/21/94,3/20/95,0,1995,,1
Salt 'N Pepa,Ain't Nuthin' But A She Thing,15,4.5,0,10/23/95,2/5/96,0,1995,94,1
Craig Mack,Get Down,20,3.833333333,0,1/2/95,5/22/95,0,1995,94,1
2 Unlimited,Get Ready For This,27,3.7,0,4/3/95,10/9/95,0,1995,124,1
Changing Faces,Foolin' Around,20,3.8,0,11/21/94,4/10/95,0,1995,88,1
Andru Donalds,Mishale,19,3.883333333,0,12/12/94,4/24/95,0,1995,88,1
Goodie Mob,Cell Therapy,20,4.666666667,0,10/16/95,3/4/96,0,1995,83,1
Rappin' 4-Tay,I'll Be Around,16,4.033333333,0,3/27/95,7/17/95,0,1995,102,1
Adam Ant,Wonderful,19,3.8,0,4/3/95,8/14/95,0,1995,69,1
Bone Thugs N Harmony,Foe Tha Love Of $,14,4.616666667,0,2/27/95,6/5/95,0,1995,137,1
Melissa Etheridge,Like The Way I Do,20,5.25,0,2/20/95,7/10/95,0,1995,101,1
Solo,Heaven,20,3.783333333,0,8/14/95,1/1/96,0,1995,87,1
Gillette,Mr. Personality,18,3.5,0,3/6/95,7/10/95,0,1995,86,1
Foreigner,Until The End Of Time,16,4.266666667,0,3/20/95,7/10/95,0,1995,,1
Warren G,Do You See,13,3.9,0,12/5/94,3/6/95,0,1995,95,1
Madonna,Bedtime Story,7,4.85,0,4/24/95,6/12/95,0,1995,95,1
BLACKstreet,Joy,13,4,0,4/3/95,7/3/95,0,1995,61,1
Shai,Come With Me,20,4.65,0,9/18/95,2/5/96,0,1995,91,1
Raekwon,Glaciers Of Ice,9,4.833333333,0,7/17/95,9/18/95,0,1995,,1
Raekwon,Criminology,8,3.833333333,0,7/24/95,9/18/95,0,1995,97,1
E-40,Sprinkle Me,13,4.183333333,0,6/26/95,9/25/95,0,1995,82,1
IV Xample,I'd Rather Be Alone,20,4.65,0,3/13/95,7/31/95,0,1995,77,1
2 Pac,So Many Tears,15,3.9,0,7/3/95,10/16/95,0,1995,92,1
Fun Factory,I Wanna B With U,20,3.55,0,7/24/95,12/11/95,0,1995,100,1
Brian McKnight,Crazy Love,20,3.966666667,0,4/17/95,9/4/95,0,1995,130,1
Chris Isaak,Somebody's Crying,20,2.733333333,0,6/12/95,10/30/95,0,1995,113,1
Cypress Hill,Throw Your Set In The Air,18,3.433333333,0,10/16/95,2/19/96,0,1995,,1
Various Artists,Freedom (Theme from Panther),13,4.816666667,0,4/24/95,7/24/95,0,1995,88,1
Blahzay Blahzay,Danger,20,3.733333333,0,10/9/95,2/26/96,0,1995,88,1
Madonna,Human Nature,15,4.55,0,6/26/95,10/9/95,0,1995,92,1
Immature,Feel The Funk,13,4.666666667,0,9/25/95,12/25/95,0,1995,136,1
Fun Factory,Close To You,20,3.633333333,0,3/20/95,8/7/95,0,1995,91,1
R.E.M.,Strange Currencies,15,3.866666667,0,5/1/95,8/14/95,0,1995,91,1
PM Dawn,Downtown Venus,8,3.633333333,0,9/25/95,11/20/95,0,1995,98,1
Genius/GZA,Liquid Swords,7,3.333333333,0,10/30/95,12/18/95,0,1995,,1
Tyler Collins,Never Alone (Eeyore's Lullaby),2,2.833333333,0,12/4/95,12/18/95,0,1995,107,1
"Bucketheads, The",The Bomb! (These Sounds Fall Into My Mind),18,3.4,0,7/3/95,11/6/95,0,1995,69,1
Brownstone,Grapevyne,15,3.783333333,0,5/1/95,8/14/95,0,1995,97,1
Nine,Whutcha Want?,17,4.833333333,0,12/26/94,4/24/95,0,1995,122,1
69 Boyz,Kitty Kitty,20,4.2,0,12/12/94,5/1/95,0,1995,133,1
H-Town,Emotions,15,5,0,4/24/95,8/7/95,0,1995,118,1
Naughty By Nature,Craziest,10,4.1,0,4/17/95,6/26/95,0,1995,67,1
Terry Ellis,Where Ever You Are,20,4.133333333,0,11/6/95,3/25/96,0,1995,,1
Rod Stewart,Leave Virginia Alone,12,4.05,0,6/5/95,8/28/95,0,1995,119,1
Elton John,Made In England,10,3.883333333,0,7/17/95,9/25/95,0,1995,133,1
Real McCoy,Automatic Lover (Call For Love),19,3.783333333,0,10/23/95,3/4/96,0,1995,132,1
Simple Minds,She's A River,9,4.366666667,0,2/20/95,4/24/95,0,1995,,1
D'Angelo,Cruisin',18,3.966666667,0,11/6/95,3/11/96,0,1995,,1
Alison Krauss,When You Say Nothing At All,18,3.966666667,0,5/15/95,9/18/95,0,1995,,1
Portishead,Sour Times (Nobody Loves Me),9,4.033333333,0,2/13/95,4/17/95,0,1995,121,1
Elastica,Connection,20,2.333333333,0,3/27/95,8/14/95,0,1995,121,1
Keith Martin,Never Find Someone Like You,16,4.483333333,0,3/6/95,6/26/95,0,1995,94,1
Stevie Wonder,For Your Love,14,4.083333333,0,3/6/95,6/12/95,0,1995,133,1
Silk,Hooked On You,18,4.466666667,0,11/6/95,3/11/96,0,1995,106,1
K7,Move It Like This,20,4.433333333,0,2/13/95,7/3/95,0,1995,,1
Dove Shack,Summertime In The LBC,20,3.933333333,0,8/14/95,1/1/96,0,1995,97,1
Ol' Dirty Bastard,Brooklyn Zoo,16,3.816666667,0,2/27/95,6/19/95,0,1995,92,1
Brownstone,I Can't Tell You Why,13,3.883333333,0,7/17/95,10/16/95,0,1995,96,1
Channel Live,Mad Izm,12,4.133333333,0,2/6/95,5/1/95,0,1995,95,1
Freedy Johnston,Bad Reputation,12,4.066666667,0,12/26/94,3/20/95,0,1995,114,1
Yaki Da,I Saw You Dancing,11,3.666666667,0,6/5/95,8/21/95,0,1995,92,1
Bruce Hornsby,Walk In The Sun,9,3.633333333,0,8/28/95,10/30/95,0,1995,,1
"Flaming Lips, The",She Don't Use Jelly,20,3.716666667,0,12/19/94,5/8/95,0,1995,,1
Sponge,Molly (Sixteen Candles),18,3.6,0,8/14/95,12/18/95,0,1995,101,1
"Pharcyde, The",Runnin',15,5,0,10/23/95,2/5/96,0,1995,94,1
Guns N' Roses,Sympathy For The Devil,8,7.583333333,0,1/2/95,2/27/95,0,1995,110,1
Boyz II Men,Vibin',14,4.416666667,0,9/4/95,12/11/95,0,1995,115,1
Letters To Cleo,Here & Now,13,3.666666667,0,3/27/95,6/26/95,0,1995,114,1
Method Man,The Riddler,11,3.5,0,11/13/95,1/29/96,0,1995,90,1
KRS-One,MC's Act Like They Don't Know,11,4.616666667,0,9/11/95,11/27/95,0,1995,90,1
All-4-One,(She's Got) Skillz,20,3.933333333,0,1/9/95,5/29/95,0,1995,100,1
Mary J. Blige,You Bring Me Joy,19,4.083333333,0,6/19/95,10/30/95,0,1995,98,1
Corona,Baby Baby,17,3.766666667,0,5/15/95,9/11/95,0,1995,132,1
Heavy D & The Boyz,Black Coffee,15,4.516666667,0,11/7/94,2/20/95,0,1995,98,1
Capleton,Tour,14,4.7,0,2/6/95,5/15/95,0,1995,97,1
"Mighty Dub Kats, The",Magic Carpet Ride,20,4,0,10/16/95,3/4/96,0,1995,128,1
Usher,Think Of You,19,3.733333333,0,2/20/95,7/3/95,0,1995,93,1
Matthew Sweet,Sick Of Myself,20,3.666666667,0,5/29/95,10/16/95,0,1995,122,1
Paula Abdul,Crazy Cool,9,3.883333333,0,9/11/95,11/13/95,0,1995,92,1
Luther Vandross,Always And Forever,18,4.783333333,0,12/12/94,4/17/95,0,1995,74,1
Hole,Doll Parts,12,3.416666667,0,12/12/94,3/6/95,0,1995,103,1
Tony Thompson,I Wanna Love Like That,16,4.1,0,5/29/95,9/18/95,0,1995,,1
Mobb Deep,Shook Ones Part II,10,4.4,0,2/27/95,5/8/95,0,1995,,1
Max-A-Million,Sexual Healing,20,4.05,0,11/6/95,3/25/96,0,1995,99,1
Patra,Pull Up To The Bumper,10,4.116666667,0,8/7/95,10/16/95,0,1995,107,1
Dis N' Dat,Freak Me Baby,18,5.616666667,0,5/8/95,9/11/95,0,1995,,1
Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),13,3.533333333,0,8/21/95,11/20/95,0,1995,136,1
Joe Diffie,Pickup Man,5,3.616666667,0,12/26/94,1/30/95,0,1995,140,1
Das EFX,Real Hip-Hop,10,4.166666667,0,9/25/95,12/4/95,0,1995,93,1
Perfect Stranger,You Have The Right To Remain Silent,10,3.383333333,0,8/7/95,10/16/95,0,1995,82,1
Lil Suzy,Promise Me,18,3.916666667,0,12/26/94,5/1/95,0,1995,,1
Ol' Dirty Bastard,Shimmy Shimmy Ya,15,3.55,0,5/22/95,9/4/95,0,1995,,1
Willi One Blood,Whiney Whiney,11,3.65,0,1/23/95,4/10/95,0,1995,125,1
Londonbeat,Come Back,5,3.766666667,0,4/17/95,5/22/95,0,1995,120,1
"Click, The",Hurricane,13,4.366666667,0,11/13/95,2/12/96,0,1995,88,1
Nuttin' Nyce,Froggy Style,13,4.166666667,0,5/29/95,8/28/95,0,1995,100,1
Bruce Springsteen,Secret Garden,7,4.416666667,0,5/1/95,6/19/95,0,1995,87,1
Max-A-Million,Take Your Time (Do It Right),12,3.616666667,0,7/10/95,10/2/95,0,1995,122,1
Artie The 1 Man Party,A Mover La Colita,19,3.133333333,0,10/2/95,2/12/96,0,1995,,1
U.N.V.,So In Love With You,13,4.45,0,6/5/95,9/4/95,0,1995,136,1
"Outhere Brothers, The",Boom Boom Boom,20,3.383333333,0,10/2/95,2/19/96,0,1995,129,1
Mary J. Blige,I Love You,17,4.4,0,7/3/95,10/30/95,0,1995,91,1
Dru Down,Pimp Of The Year,16,4.233333333,0,12/26/94,4/17/95,0,1995,101,1
Pure Soul,We Must Be In Love,11,4.316666667,0,8/7/95,10/23/95,0,1995,102,1
Des'ree,Feel So High,11,3.783333333,0,4/3/95,6/19/95,0,1995,80,1
Harry Connick Jr.,(I Could Only) Whisper Your Name,20,3.333333333,0,10/24/94,3/13/95,0,1995,82,1
Amy Grant,Big Yellow Taxi,15,2.95,0,6/19/95,10/2/95,0,1995,81,1
Vanessa Williams,The Way That You Love,7,3.9,0,5/8/95,6/26/95,0,1995,88,1
Jill Sobule,I Kissed A Girl,11,3.166666667,0,5/29/95,8/14/95,0,1995,90,1
Lost Boyz,"Jeeps, Lex Coups, Bimaz & Benz",11,4.466666667,0,9/11/95,11/27/95,0,1995,,1
Elastica,Stutter,9,2.366666667,0,7/24/95,9/25/95,0,1995,87,1
"Beatles, The",Baby It's You,4,2.733333333,0,4/24/95,5/22/95,0,1995,112,1
Adina Howard,My Up And Down,10,3.55,0,7/17/95,9/25/95,0,1995,70,1
"Corrs, The",Runaway,11,4.366666667,0,10/16/95,1/1/96,0,1995,,1
Tom Petty,It's Good To Be King,8,5.166666667,0,5/1/95,6/26/95,0,1995,73,1
Tracy Byrd,Keeper Of The Stars,7,4.1,0,4/3/95,5/22/95,0,1995,78,1
2 Pac,Temptations,6,4.516666667,0,10/2/95,11/13/95,0,1995,127,1
Max-A-Million,Fat Boy,20,3.583333333,0,2/6/95,6/26/95,0,1995,126,1
Masta Ace Incorporated,The INC Ride,16,4.2,0,5/1/95,8/21/95,0,1995,95,1
"Backstreet Boys, The",We've Got It Goin' On,20,3.666666667,0,10/30/95,3/18/96,0,1995,112,1
Mobb Deep,Survival Of The Fittest,12,3.616666667,0,6/19/95,9/11/95,0,1995,94,1
Vicious,Nika,11,4.316666667,0,1/16/95,4/3/95,0,1995,,1
Too Short,Cocktales,9,6.15,0,1/23/95,3/27/95,0,1995,87,1
Keith Murray,Get Lifted,10,4.05,0,3/6/95,5/15/95,0,1995,92,1
Better Than Ezra,Rosealia,12,4,0,11/27/95,2/19/96,0,1995,,1
E-40,1-Luv,14,4.933333333,0,2/27/95,6/5/95,0,1995,91,1
Mack 10,Foe Life,11,4.233333333,0,6/26/95,9/11/95,0,1995,91,1
Tevin Campbell,Don't Say Goodbye Girl,7,4.45,0,1/2/95,2/20/95,0,1995,82,1
Rusted Root,Send Me On My Way,7,3.983333333,0,9/4/95,10/23/95,0,1995,81,1
Edwin McCain,Solitude,20,4.533333333,0,10/9/95,2/26/96,0,1995,80,1
Roula,Lick It,15,3.566666667,0,3/27/95,7/10/95,0,1995,126,1
Jewell,Woman To Woman,9,5.233333333,0,1/30/95,4/3/95,0,1995,129,1
Livin' Joy,Dreamer,17,5.55,0,1/30/95,5/29/95,0,1995,,1
Brian McKnight,On The Down Low,9,4.283333333,0,8/21/95,10/23/95,0,1995,,1
Lords Of The Underground,Tic Toc,15,3.866666667,0,10/31/94,2/13/95,0,1995,91,1
Frost,East Side Rendezvous,14,4.533333333,0,10/30/95,2/5/96,0,1995,83,1
Bonnie Raitt,Rock Steady,4,3.916666667,0,11/27/95,12/25/95,0,1995,77,1
Anita Baker,I Apologize,12,4.2,0,1/2/95,3/27/95,0,1995,77,1
Kool G Rap,Fast Life,12,4.883333333,0,12/4/95,2/26/96,0,1995,91,1
Scarface,People Don't Believe,7,4.716666667,0,3/13/95,5/1/95,0,1995,,1
Gerald Levert,Already Missing You,10,4.133333333,0,10/23/95,1/1/96,0,1995,,1
Jeff Foxworthy,Redneck Stomp,10,2.883333333,0,12/12/94,2/20/95,0,1995,107,1
Aaliyah,Age Ain't Nothing But A Number,8,4.2,0,1/16/95,3/13/95,0,1995,84,1
Smooth,Mind Blowin',8,4.233333333,0,6/26/95,8/21/95,0,1995,94,1
Lenny Kravitz,Rock And Roll Is Dead,2,3.416666667,0,10/16/95,10/30/95,0,1995,93,1
Bon Jovi,Something For The Pain,9,4,0,9/25/95,11/27/95,0,1995,,1
Filter,"Hey Man, Nice Shot",7,5.183333333,0,8/7/95,9/25/95,0,1995,,1
Pete Rock & C.L. Smooth,Take You There,5,4.316666667,0,2/6/95,3/13/95,0,1995,132,1
95 South,Rodeo,18,4.5,0,2/13/95,6/19/95,0,1995,,1
Shaquille O'Neal,Biological Didn't Bother,11,4.95,0,11/28/94,2/13/95,0,1995,,1
Reba McEntire,Till You Love Me,10,3.666666667,0,12/19/94,2/27/95,0,1995,110,1
Capleton,Wings Of The Morning,10,3.85,0,10/30/95,1/8/96,0,1995,88,1
Pearl Jam,Jeremy,9,4.766666667,0,8/14/95,10/16/95,0,1995,,1
Pearl Jam,Yellow Ledbetter,9,5,0,8/14/95,10/16/95,0,1995,,1
MissJones,Where I Wanna Be Boy,7,4.133333333,0,2/13/95,4/3/95,0,1995,,1
Jordan Hill,Remember Me This Way,10,4.316666667,0,7/10/95,9/18/95,0,1995,128,1
BLACKstreet,Tonight's The Night,7,4.25,0,8/21/95,10/9/95,0,1995,,1
DJ Quik,Safe + Sound,10,4.65,0,4/3/95,6/12/95,0,1995,95,1
Shabba Ranks,Let's Get It On,9,4.2,0,3/13/95,5/15/95,0,1995,100,1
Vybe,Warm Summer Daze,5,4.233333333,0,8/7/95,9/11/95,0,1995,100,1
Karyn White,Can I Stay With You,5,4.116666667,0,2/20/95,3/27/95,0,1995,,1
"Rentals, The",Friends Of P.,3,3.55,0,12/11/95,1/1/96,0,1995,,1
Crystal Waters,What I Need,4,4.2,0,3/6/95,4/3/95,0,1995,,1
Martin Page,Keeper Of The Flame,7,5.95,0,8/21/95,10/9/95,0,1995,77,1
Technotronic,Move It To The Rhythm,7,3.466666667,0,4/17/95,6/5/95,0,1995,,1
Twinz,Round & Round,9,3.633333333,0,8/21/95,10/23/95,0,1995,95,1
Masta Ace Incorporated,Sittin' On Chrome,8,4.083333333,0,9/18/95,11/13/95,0,1995,91,1
Joe Diffie,So Help Me Girl,7,3.4,0,4/10/95,5/29/95,0,1995,88,1
Juliana Hatfield,Universal Heart-Beat,6,3.466666667,0,4/24/95,6/5/95,0,1995,129,1
Erick Sermon,Bomdigi,6,3.55,0,10/30/95,12/11/95,0,1995,90,1
Prince,Purple Medley,2,3.116666667,0,4/3/95,4/17/95,0,1995,,1
Group Home,Supa Star,5,4.2,0,2/6/95,3/13/95,0,1995,,1
Peter Cetera,Forever Tonight,8,4.583333333,0,10/23/95,12/18/95,0,1995,105,1
Intonation,Died In Your Arms,7,4.533333333,0,7/10/95,8/28/95,0,1995,126,1
Billie Ray Martin,Your Loving Arms,10,4.166666667,0,4/3/95,6/12/95,0,1995,102,1
Cyndi Lauper,Hey Now (Girls Just Want To Have Fun),5,3.6,0,9/11/95,10/16/95,0,1995,,1
Shania Twain,Whose Bed Have Your Boots Been Under,19,3.966666667,0,5/29/95,10/9/95,0,1995,,1
Collin Raye,"One Boy, One Girl",7,4.083333333,0,9/18/95,11/6/95,0,1995,114,1
Barry White,Come On,2,3.783333333,0,4/24/95,5/8/95,0,1995,93,1
Ini Kamoze,Listen Me Tic (Woyoi),5,4.866666667,0,7/31/95,9/4/95,0,1995,,1
Bon Jovi,Lie To Me,4,5.55,0,11/27/95,12/25/95,0,1995,80,1
WC & the MAAD Circle,West Up!,10,4.833333333,0,10/2/95,12/11/95,0,1995,89,1
Letters To Cleo,Awake,3,3.95,0,9/11/95,10/2/95,0,1995,128,1
Fabu,Just Roll,2,4.516666667,0,5/22/95,6/5/95,0,1995,,1
Prince,Gold,2,4.766666667,0,12/25/95,1/8/96,0,1995,134,1
Le Click,Tonight Is The Night,6,3.883333333,0,7/24/95,9/4/95,0,1995,133,1
John Waite,How Did I Get By Without You,8,3.933333333,0,2/20/95,4/17/95,0,1995,88,1
Spanish Fly,Crimson And Clover,6,4.216666667,0,6/12/95,7/24/95,0,1995,94,1
Onyx,Last Dayz,5,3.55,0,11/13/95,12/18/95,0,1995,88,1
Shania Twain,"The Woman In Me (Needs The Man In You) (B-Side of ""(If You're Not..)""",15,4.866666667,0,10/30/95,2/12/96,0,1995,123,1
Ty Herndon,What Mattered Most,3,3.683333333,0,5/22/95,6/12/95,0,1995,71,1
Intro,Funny How Time Flies,3,4.783333333,0,11/27/95,12/18/95,0,1995,85,1
Grand Puba,I Like It (I Wanna Be Where You Are),9,4.4,0,6/5/95,8/7/95,0,1995,95,1
Lost Boyz,Lifestyles Of The Rich And Shameless,6,4.383333333,0,5/15/95,6/26/95,0,1995,92,1
Subway,Fire,4,4,0,6/26/95,7/24/95,0,1995,126,1
Nuttin' Nyce,Down 4 Whateva,4,4.783333333,0,1/16/95,2/13/95,0,1995,97,1
Tracy Byrd,Walking To Jerusalem,3,3.35,0,8/14/95,9/4/95,0,1995,116,1
David Bowie,The Heart's Filthy Lesson,2,4.916666667,0,10/16/95,10/30/95,0,1995,89,1
Aimee Mann,That's Just What You Are,6,4.416666667,0,1/23/95,3/6/95,0,1995,,1
Portrait,How Deep Is Your Love,5,3.783333333,0,7/17/95,8/21/95,0,1995,105,1
Celine Dion,Only One Road,3,4.766666667,0,1/23/95,2/13/95,0,1995,105,1
General Public,Rainy Days,3,4.083333333,0,5/8/95,5/29/95,0,1995,83,1
Redman,Can't Wait,4,3.766666667,0,2/27/95,3/27/95,0,1995,90,1
PM Dawn,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),5,4.75,0,12/25/95,1/29/96,0,1995,89,1
Luther Vandross,Love The One You're With,2,3.733333333,0,4/24/95,5/8/95,0,1995,95,1
Luther Vandross,Going In Circles,2,5.033333333,0,4/24/95,5/8/95,0,1995,117,1
Immature,I Don't Mind,2,4.45,0,5/22/95,6/5/95,0,1995,139,1
Mary J. Blige,(You Make Me Feel Like A) Natural Woman,2,2.916666667,0,10/30/95,11/13/95,0,1995,111,1
"Crooklyn Dodgers '95, The",Return Of The Crooklyn Dodgers,2,5.083333333,0,9/18/95,10/2/95,0,1995,,1
Van Halen,Not Enough,3,5.2,0,8/21/95,9/11/95,0,1995,81,1
Garbage,Vow,2,4.466666667,0,7/31/95,8/14/95,0,1995,126,1
Genius/GZA,Cold World,3,5.333333333,0,1/1/96,1/22/96,0,1995,90,1
Jeff Carson,Not On Your Love,2,3.3,0,9/18/95,10/2/95,0,1995,86,1
Tag Team,Whoomp! (There It Went),1,3.666666667,0,1/16/95,1/23/95,0,1995,130,1
Quincy Jones,You Put A Move On My Heart,4,4.333333333,0,1/1/96,1/29/96,0,1995,,1
New Order,Bizarre Love Triangle,2,4.333333333,0,7/24/95,8/7/95,0,1995,,1
Method Man,Release Yo' Delf,1,4.3,0,3/20/95,3/27/95,0,1995,97,1
Aaron Neville,Can't Stop My Heart From Loving You (The Rain Song),1,4.233333333,0,7/31/95,8/7/95,0,1995,96,1
Super Cat,Girlstown,1,4.166666667,0,10/9/95,10/16/95,0,1995,,1
Boyz II Men,I'll Make Love To You,33,3.966666667,1,8/15/94,4/3/95,0,1994,71,1
All-4-One,I Swear,30,4.25,1,4/25/94,11/21/94,0,1994,83,1
Ace Of Base,The Sign,41,3.166666667,1,1/3/94,10/17/94,0,1994,97,1
Boyz II Men,On Bended Knee,27,5.416666667,1,11/21/94,5/29/95,0,1994,116,1
Celine Dion,The Power Of Love,33,4.766666667,1,11/29/93,7/18/94,0,1994,140,1
R. Kelly,Bump N' Grind,25,4.116666667,1,2/7/94,8/1/94,0,1994,131,1
Lisa Loeb & Nine Stories,Stay,30,3,1,5/9/94,12/5/94,0,1994,80,1
Bryan Adams,All For Love,22,4.65,1,11/29/93,5/2/94,0,1994,156,1
Ini Kamoze,Here Comes The Hotstepper,30,4.066666667,1,9/19/94,4/17/95,0,1994,100,1
Sheryl Crow,All I Wanna Do,33,4.1,0,8/8/94,3/27/95,0,1994,120,1
Madonna,I'll Remember,26,4.216666667,0,4/4/94,10/3/94,0,1994,84,1
Warren G,Regulate,20,4.083333333,0,4/25/94,9/12/94,0,1994,95,1
Janet Jackson,"Any Time, Any Place",20,5.216666667,0,5/30/94,10/17/94,0,1994,128,1
Janet Jackson,And On And On,20,5.216666667,0,5/30/94,10/17/94,0,1994,103,1
Luther Vandross,Endless Love,20,4.166666667,0,9/12/94,1/30/95,0,1994,130,1
Real McCoy,Another Night,45,3.883333333,0,8/29/94,7/10/95,0,1994,125,1
Mariah Carey,Without You,23,3.55,0,1/31/94,7/11/94,0,1994,122,1
Mariah Carey,Never Forget You,23,3.7,0,1/31/94,7/11/94,0,1994,149,1
Coolio,Fantastic Voyage,25,4.233333333,0,6/6/94,11/28/94,0,1994,105,1
Toni Braxton,Breathe Again,35,4.183333333,0,10/18/93,6/20/94,0,1994,77,1
Salt 'N Pepa,Whatta Man,29,4.433333333,0,1/24/94,8/15/94,0,1994,88,1
Prince,The Most Beautiful Girl In The World,26,3.866666667,0,3/7/94,9/5/94,0,1994,92,1
John Mellencamp,Wild Night,42,3.466666667,0,5/30/94,3/20/95,0,1994,144,1
Madonna,Secret,22,5,0,10/10/94,3/13/95,0,1994,99,1
Changing Faces,Stroke You Up,21,4.416666667,0,8/1/94,12/26/94,0,1994,131,1
Bon Jovi,Always,32,4.75,0,10/3/94,5/15/95,0,1994,144,1
Babyface,When Can I See You,36,3.666666667,0,6/20/94,2/27/95,0,1994,84,1
Ace Of Base,Don't Turn Around,31,3.833333333,0,5/9/94,12/12/94,0,1994,95,1
Crash Test Dummies,Mmm Mmm Mmm Mmm,24,3.883333333,0,1/31/94,7/18/94,0,1994,92,1
Enigma,Return To Innocence,26,4.166666667,0,3/7/94,9/5/94,0,1994,88,1
Elton John,Can You Feel The Love Tonight,26,4,0,5/23/94,11/21/94,0,1994,121,1
All-4-One,So Much In Love,22,3.466666667,0,1/3/94,6/6/94,0,1994,141,1
Aaliyah,Back And Forth,24,3.716666667,0,5/2/94,10/17/94,0,1994,93,1
Immature,Never Lie,26,4,0,8/1/94,1/30/95,0,1994,71,1
Big Mountain,"Baby, I Love Your Way",28,4.3,0,2/28/94,9/12/94,0,1994,73,1
Brandy,I Wanna Be Down,28,4.05,0,10/3/94,4/17/95,0,1994,86,1
Michael Bolton,Said I Loved You.. But I Lied,24,5.016666667,0,11/8/93,4/25/94,0,1994,79,1
Aaliyah,At Your Best (You Are Love),20,4.8,0,9/5/94,1/23/95,0,1994,78,1
Da Brat,Funkdafied,20,2.95,0,6/6/94,10/24/94,0,1994,91,1
Toni Braxton,You Mean The World To Me,31,3.716666667,0,4/4/94,11/7/94,0,1994,83,1
Richard Marx,Now And Forever,27,3.55,0,1/24/94,8/1/94,0,1994,78,1
Domino,Getto Jam,20,4.25,0,11/29/93,4/18/94,0,1994,86,1
Snoop Doggy Dogg,What's My Name?,17,4.2,0,12/6/93,4/4/94,0,1994,96,1
Janet Jackson,You Want This,22,4.633333333,0,10/24/94,3/27/95,0,1994,111,1
Janet Jackson,70's Love Groove,22,5.75,0,10/24/94,3/27/95,0,1994,116,1
Snoop Doggy Dogg,Gin And Juice,20,3.683333333,0,1/31/94,6/20/94,0,1994,94,1
Xscape,Understanding,20,5.583333333,0,12/27/93,5/16/94,0,1994,137,1
"Cranberries, The",Linger,24,4.533333333,0,10/25/93,4/11/94,0,1994,94,1
US3,Cantaloop (Flip Fantasia),27,4.633333333,0,11/29/93,6/6/94,0,1994,115,1
Tevin Campbell,Can We Talk,26,4.266666667,0,10/18/93,4/18/94,0,1994,86,1
Tevin Campbell,I'm Ready,22,4.616666667,0,3/14/94,8/15/94,0,1994,91,1
Warren G,This DJ,20,3.416666667,0,7/25/94,12/12/94,0,1994,92,1
Bruce Springsteen,Streets Of Philadelphia,20,3.666666667,0,2/21/94,7/11/94,0,1994,93,1
Craig Mack,Flava In Ya Ear,25,3.55,0,8/15/94,2/6/95,0,1994,90,1
Jon Secada,If You Go,31,3.666666667,0,5/9/94,12/12/94,0,1994,106,1
Janet Jackson,Because Of Love,20,4.233333333,0,1/31/94,6/20/94,0,1994,112,1
Beck,Loser,24,3.766666667,0,1/31/94,7/18/94,0,1994,85,1
Crystal Waters,100x Pure Love,45,3.083333333,0,5/30/94,4/10/95,0,1994,119,1
"10,000 Maniacs",Because The Night,29,3.666666667,0,11/8/93,5/30/94,0,1994,123,1
Collective Soul,Shine,29,4.716666667,0,5/9/94,11/28/94,0,1994,75,1
Mariah Carey,Anytime You Need A Friend,21,4.25,0,5/30/94,10/24/94,0,1994,136,1
2 Pac,Keep Ya Head Up,20,4.433333333,0,11/1/93,3/21/94,0,1994,86,1
Gloria Estefan,Turn The Beat Around,25,3.766666667,0,9/26/94,3/20/95,0,1994,130,1
R. Kelly,Your Body's Callin',20,4.566666667,0,5/16/94,10/3/94,0,1994,84,1
Meat Loaf,Rock And Roll Dreams Come Through,20,5.183333333,0,1/31/94,6/20/94,0,1994,112,1
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,20,4.416666667,0,12/27/93,5/16/94,0,1994,84,1
"Four Seasons, The","December 1963 (Oh, What A Night)",27,6.133333333,0,8/15/94,2/20/95,0,1994,104,1
Aaron Hall,I Miss You,23,4.916666667,0,5/16/94,10/24/94,0,1994,120,1
Jodeci,Cry For You,20,4.933333333,0,11/29/93,4/18/94,0,1994,57,1
Babyface,Never Keeping Secrets,23,4.2,0,10/25/93,4/4/94,0,1994,113,1
Tim McGraw,Indian Outlaw,20,2.983333333,0,3/7/94,7/25/94,0,1994,110,1
"Pretenders, The",I'll Stand By You,30,4,0,8/15/94,3/13/95,0,1994,133,1
Tim McGraw,Don't Take The Girl,20,4.1,0,5/23/94,10/10/94,0,1994,102,1
Culture Beat,Mr. Vain,20,4.283333333,0,11/8/93,3/28/94,0,1994,132,1
Aerosmith,Crazy,23,5.25,0,5/23/94,10/31/94,0,1994,81,1
